3e-06	3e-06
3e-06	2e-06
5e-06	2e-06
9e-06	6e-06
1.2e-05	4e-06
1.3e-05	4e-06
2.9e-05	5e-06
3.6e-05	6e-06
4.6e-05	4e-06
9.7e-05	2e-06
0.000123	4e-06
0.000129	3e-06
0.000215	4e-06
0.000274	4e-06
